Series Name,Series Code,Country Name,Country Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Population, female",SP.POP.TOTL.FE.IN,New Zealand,NZL,2230453,2241928,2258608,2295996,2342960,2396121,2446845,2491356,2531675,2585329
"Population, female",SP.POP.TOTL.FE.IN,Nicaragua,NIC,2995158,3035243,3075329,3115567,3156054,3196840,3237844,3278831,3319519,3359705
"Population, female",SP.POP.TOTL.FE.IN,Niger,NER,8556418,8890161,9237798,9598588,9972036,10358188,10757444,11170022,11596258,12036471
"Population, female",SP.POP.TOTL.FE.IN,Nigeria,NGA,80445630,82609445,84829345,87099897,89416890,91778862,94185842,96636957,99131729,101669950
"Population, female",SP.POP.TOTL.FE.IN,North America,NAC,174963503,176264967,177503656,178811262,180095091,181448935,182682461,183796416,184806690,185591988
"Population, female",SP.POP.TOTL.FE.IN,North Macedonia,MKD,1036475,1037099,1037709,1038327,1038935,1039568,1040211,1040780,1041153,1041249
"Population, female",SP.POP.TOTL.FE.IN,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..
"Population, female",SP.POP.TOTL.FE.IN,Norway,NOR,2473069,2501872,2528608,2553889,2576388,2596542,2615346,2630707,2646723,2660602
"Population, female",SP.POP.TOTL.FE.IN,OECD members,OED,660859050,664888214,669078094,673446552,677759304,682126445,686184872,690048213,693344574,696269064
"Population, female",SP.POP.TOTL.FE.IN,Oman,OMN,1252026,1305847,1365279,1425908,1484395,1539787,1592566,1642702,1690544,1736392
"Population, female",SP.POP.TOTL.FE.IN,Other small states,OSS,12666421,12901346,13141161,13385287,13634104,13883518,14137436,14395696,14654784,14913110
"Population, female",SP.POP.TOTL.FE.IN,Pacific island small states,PSS,1055413,1068882,1082358,1096342,1111230,1127103,1143811,1161232,1179109,1197245
"Population, female",SP.POP.TOTL.FE.IN,Pakistan,PAK,88917077,90847991,92797250,94774652,96786262,98833941,100912342,103011525,105117736,107220324
"Population, female",SP.POP.TOTL.FE.IN,Palau,PLW,..,..,..,..,..,..,..,..,..,..
"Population, female",SP.POP.TOTL.FE.IN,Panama,PAN,1844847,1877451,1910409,1943936,1978158,2013130,2048694,2084482,2120006,2154888
"Population, female",SP.POP.TOTL.FE.IN,Papua New Guinea,PNG,3668765,3745032,3820350,3896120,3973383,4052305,4132522,4213891,4296108,4378955
"Population, female",SP.POP.TOTL.FE.IN,Paraguay,PRY,3111467,3153912,3197206,3241014,3285105,3329476,3374176,3419020,3463751,3508170
"Population, female",SP.POP.TOTL.FE.IN,Peru,PER,14681706,14816488,14965316,15137234,15337374,15570375,15831044,16102678,16362221,16593240
"Population, female",SP.POP.TOTL.FE.IN,Philippines,PHL,47365188,48198297,49051547,49899689,50724446,51520471,52293623,53050171,53800550,54552260
"Population, female",SP.POP.TOTL.FE.IN,Poland,POL,19654134,19644188,19620509,19595127,19574714,19563116,19565914,19568657,19567280,19562432
"Population, female",SP.POP.TOTL.FE.IN,Portugal,PRT,5517359,5507126,5488215,5468262,5452971,5440467,5429333,5420804,5421171,5430030
"Population, female",SP.POP.TOTL.FE.IN,Post-demographic dividend,PST,549538392,551758714,554085820,556500157,558870644,561228330,563187969,564990315,566339960,567453613
"Population, female",SP.POP.TOTL.FE.IN,Pre-demographic dividend,PRE,377158966,388197350,399553088,411157416,422959790,434944629,447123979,459507689,472115384,484961683
"Population, female",SP.POP.TOTL.FE.IN,Puerto Rico,PRI,1912488,1890356,1870160,1841666,1811763,1779794,1740556,1674917,1678215,1680643
"Population, female",SP.POP.TOTL.FE.IN,Qatar,QAT,474133,512271,549808,584693,615499,641459,662996,681381,698550,715925
"Population, female",SP.POP.TOTL.FE.IN,Romania,ROU,10363382,10311889,10266229,10221124,10169092,10110158,10053860,9998665,9949913,9908658
"Population, female",SP.POP.TOTL.FE.IN,Russian Federation,RUS,76684367,76832143,77008973,77184758,77337012,77468057,77546480,77529365,77482723,77312158
"Population, female",SP.POP.TOTL.FE.IN,Rwanda,RWA,5246075,5374743,5506169,5642837,5786418,5937449,6094897,6256912,6420852,6584778
"Population, female",SP.POP.TOTL.FE.IN,Samoa,WSM,90703,91465,92210,92891,93473,93934,94297,94644,95089,95707
"Population, female",SP.POP.TOTL.FE.IN,San Marino,SMR,..,..,..,..,..,..,..,..,..,..
"Population, female",SP.POP.TOTL.FE.IN,Sao Tome and Principe,STP,92212,94123,95965,97807,99667,101555,103476,105439,107437,109486
"Population, female",SP.POP.TOTL.FE.IN,Saudi Arabia,SAU,12335152,12693016,13050172,13383388,13676743,13922113,14126063,14305421,14484997,14682559
"Population, female",SP.POP.TOTL.FE.IN,Senegal,SEN,6691454,6883286,7080691,7282813,7488962,7698901,7912575,8129674,8349929,8573145
"Population, female",SP.POP.TOTL.FE.IN,Serbia,SRB,3688222,3670074,3652210,3635214,3617485,3598916,3580264,3561304,3542820,3524507
"Population, female",SP.POP.TOTL.FE.IN,Seychelles,SYC,42231,42650,43509,44277,45346,46004,46603,47079,47518,47960
"Population, female",SP.POP.TOTL.FE.IN,Sierra Leone,SLE,3296278,3370393,3445504,3521439,3598060,3675669,3754502,3834352,3914857,3995746
"Population, female",SP.POP.TOTL.FE.IN,Singapore,SGP,2473739,2531841,2572741,2606984,2638421,2672718,2674905,2687287,2718092,2709673
"Population, female",SP.POP.TOTL.FE.IN,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..
"Population, female",SP.POP.TOTL.FE.IN,Slovak Republic,SVK,2779191,2783095,2785158,2786818,2788327,2790667,2793675,2796281,2799029,2800745
"Population, female",SP.POP.TOTL.FE.IN,Slovenia,SVN,1034190,1035591,1036687,1037549,1038090,1038477,1038723,1042032,1048857,1054342
"Population, female",SP.POP.TOTL.FE.IN,Small states,SST,17200326,17473439,17751653,18034477,18322303,18611043,18904451,19202233,19500693,19797991
"Population, female",SP.POP.TOTL.FE.IN,Solomon Islands,SLB,266474,273617,281064,288724,296556,304526,312654,320909,329239,337616
"Population, female",SP.POP.TOTL.FE.IN,Somalia,SOM,6196100,6367763,6543908,6725759,6914348,7110142,7313307,7524126,7742710,7969132
"Population, female",SP.POP.TOTL.FE.IN,South Africa,ZAF,26341727,26757264,27186808,27620134,28049365,28471936,28888314,29297427,29698965,30092678
"Population, female",SP.POP.TOTL.FE.IN,South Asia,SAS,801799450,812841807,823808646,834687441,845488839,856242004,866921159,877506768,887944625,898262751
"Population, female",SP.POP.TOTL.FE.IN,South Asia (IDA & IBRD),TSA,801799450,812841807,823808646,834687441,845488839,856242004,866921159,877506768,887944625,898262751
"Population, female",SP.POP.TOTL.FE.IN,South Sudan,SSD,4915971,5056517,5176380,5275534,5355171,5412867,5451281,5483166,5525584,5590715
"Population, female",SP.POP.TOTL.FE.IN,Spain,ESP,23661705,23710580,23671467,23635055,23640092,23669889,23723820,23818485,23977965,24079931
"Population, female",SP.POP.TOTL.FE.IN,Sri Lanka,LKA,10488913,10524777,10628054,10746588,10862466,10997188,11133868,11261209,11339582,11409149
"Population, female",SP.POP.TOTL.FE.IN,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..
"Population, female",SP.POP.TOTL.FE.IN,St. Lucia,LCA,89119,89669,90095,90501,90920,91373,91838,92310,92774,93207
"Population, female",SP.POP.TOTL.FE.IN,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..
"Population, female",SP.POP.TOTL.FE.IN,St. Vincent and the Grenadines,VCT,53138,53176,53265,53399,53554,53758,53985,54233,54496,54729
"Population, female",SP.POP.TOTL.FE.IN,Sub-Saharan Africa,SSF,448322832,460598685,473178804,486054416,499217782,512665156,526391281,540380177,554613045,569076163
"Population, female",SP.POP.TOTL.FE.IN,Sub-Saharan Africa (excluding high income),SSA,448280601,460556035,473135295,486010139,499172436,512619152,526344678,540333098,554565527,569028203
"Population, female",SP.POP.TOTL.FE.IN,Sub-Saharan Africa (IDA & IBRD),TSS,448322832,460598685,473178804,486054416,499217782,512665156,526391281,540380177,554613045,569076163
"Population, female",SP.POP.TOTL.FE.IN,Sudan,SDN,17719718,18140461,18574540,19020771,19478321,19947203,20427932,20920586,21425281,21941974
"Population, female",SP.POP.TOTL.FE.IN,Suriname,SUR,265677,268755,271823,274853,277821,280733,283583,286364,289108,291812
"Population, female",SP.POP.TOTL.FE.IN,Sweden,SWE,4738799,4770395,4807653,4852495,4901217,4960573,5025514,5082090,5131863,5167175
"Population, female",SP.POP.TOTL.FE.IN,Switzerland,CHE,4011709,4050081,4092758,4139234,4183323,4226492,4263869,4293531,4322594,4352040
"Population, female",SP.POP.TOTL.FE.IN,Syrian Arab Republic,SYR,10449087,10134980,9709439,9280573,8931433,8675964,8503336,8441049,8515582,8740592
"Population, female",SP.POP.TOTL.FE.IN,Tajikistan,TJK,3812811,3900294,3992093,4088264,4188683,4293442,4401952,4512549,4623070,4731904
"Population, female",SP.POP.TOTL.FE.IN,Tanzania,TZA,22887321,23575682,24290238,25027953,25786500,26565525,27365425,28185448,29024840,29883105
"Population, female",SP.POP.TOTL.FE.IN,Thailand,THA,34451327,34636105,34816557,34990213,35155051,35310912,35457991,35595069,35720735,35833918
"Population, female",SP.POP.TOTL.FE.IN,Timor-Leste,TLS,550445,560232,570259,580675,591555,602951,614851,627121,639613,652200
"Population, female",SP.POP.TOTL.FE.IN,Togo,TGO,3322594,3411071,3501143,3592387,3684504,3777354,3871015,3965694,4061713,4159333
"Population, female",SP.POP.TOTL.FE.IN,Tonga,TON,51659,51287,50843,50505,50407,50589,51005,51586,52211,52793
"Population, female",SP.POP.TOTL.FE.IN,Trinidad and Tobago,TTO,674629,679168,683835,688380,692615,696476,699979,703139,705987,708544
"Population, female",SP.POP.TOTL.FE.IN,Tunisia,TUN,5392038,5452270,5513159,5575111,5638325,5702821,5768086,5833159,5896741,5957866
"Population, female",SP.POP.TOTL.FE.IN,Turkey,TUR,37330533,37942454,38584479,39235978,39879351,40514350,41138240,41728157,42255898,42702942
"Population, female",SP.POP.TOTL.FE.IN,Turkmenistan,TKM,2628449,2675610,2725077,2775337,2825213,2874284,2922583,2969961,3016406,3061877
"Population, female",SP.POP.TOTL.FE.IN,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..
"Population, female",SP.POP.TOTL.FE.IN,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..
"Population, female",SP.POP.TOTL.FE.IN,Uganda,UGA,17051388,17602608,18177539,18790443,19449739,20161759,20918416,21696127,22462421,23194411
"Population, female",SP.POP.TOTL.FE.IN,Ukraine,UKR,24609941,24541510,24472263,24340622,24264557,24174765,24074287,23956826,23825336,23685780
"Population, female",SP.POP.TOTL.FE.IN,United Arab Emirates,ARE,2298030,2428283,2544751,2648905,2742042,2823141,2891724,2950609,3003720,3054051
"Population, female",SP.POP.TOTL.FE.IN,United Kingdom,GBR,32161519,32364469,32560344,32780144,33021393,33254646,33464674,33652378,33827559,34004276
"Population, female",SP.POP.TOTL.FE.IN,United States,USA,157660006,158770009,159819809,160946434,162095782,163245938,164262696,165118706,165867325,166449500
"Population, female",SP.POP.TOTL.FE.IN,Upper middle income,UMC,1173154734,1181903053,1190903014,1200046036,1209117738,1218316186,1227504615,1235765700,1243102090,1249797982
"Population, female",SP.POP.TOTL.FE.IN,Uruguay,URY,1745315,1750324,1755455,1760783,1766341,1772136,1778065,1784026,1789842,1795391
"Population, female",SP.POP.TOTL.FE.IN,Uzbekistan,UZB,14743327,14957457,15188192,15441602,15708087,15978186,16243957,16523318,16831656,17154565
"Population, female",SP.POP.TOTL.FE.IN,Vanuatu,VUT,119503,122893,126409,129980,133555,137121,140686,144256,147844,151460
"Population, female",SP.POP.TOTL.FE.IN,"Venezuela, RB",VEN,14482251,14726158,14945203,15089558,15128613,15040542,14849444,14626489,14470601,14451011
"Population, female",SP.POP.TOTL.FE.IN,Vietnam,VNM,44648193,45092770,45550533,46014709,46479616,46944163,47407628,47865095,48310756,48740329
"Population, female",SP.POP.TOTL.FE.IN,Virgin Islands (U.S.),VIR,56537,56534,56491,56434,56384,56309,56224,56108,55972,55802
"Population, female",SP.POP.TOTL.FE.IN,West Bank and Gaza,PSE,1912960,1960670,2008167,2055699,2103363,2151335,2194861,2251538,2309133,2367491
"Population, female",SP.POP.TOTL.FE.IN,World,WLD,3470668590,3511807054,3553523630,3595613466,3637743236,3680100905,3722149404,3763268911,3803346348,3842820324
"Population, female",SP.POP.TOTL.FE.IN,"Yemen, Rep.",YEM,11806655,12136525,12470750,12806509,13141685,13475302,13807512,14138669,14469638,14800983
"Population, female",SP.POP.TOTL.FE.IN,Zambia,ZMB,7096729,7317296,7547003,7782731,8022199,8264686,8510848,8761437,9017820,9280950
"Population, female",SP.POP.TOTL.FE.IN,Zimbabwe,ZWE,6755208,6874616,7001157,7126795,7245864,7356132,7459545,7559693,7662120,7770917
"Population, male",SP.POP.TOTL.MA.IN,Afghanistan,AFG,15415361,15964874,16554278,17138803,17686166,18186994,18651985,19093043,19529727,19976265
"Population, male",SP.POP.TOTL.MA.IN,Albania,ALB,1466246,1467285,1468260,1468434,1466457,1465287,1464130,1460043,1453180,1444326
"Population, male",SP.POP.TOTL.MA.IN,Algeria,DZA,18505611,18871563,19256116,19654929,20063891,20481901,20906756,21331993,21749666,22153808
"Population, male",SP.POP.TOTL.MA.IN,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..
"Population, male",SP.POP.TOTL.MA.IN,Andorra,AND,..,..,..,..,..,..,..,..,..,..
"Population, male",SP.POP.TOTL.MA.IN,Angola,AGO,11974824,12413552,12863801,13323488,13791244,14266355,14749319,15241459,15744779,16260870
"Population, male",SP.POP.TOTL.MA.IN,Antigua and Barbuda,ATG,42763,43373,43951,44502,45028,45518,45986,46419,46851,47269
"Population, male",SP.POP.TOTL.MA.IN,Arab World,ARB,187771976,192111502,196398929,200657276,204904522,209130737,213323092,217523201,221750520,226025328
"Population, male",SP.POP.TOTL.MA.IN,Argentina,ARG,20082606,20318174,20552749,20785770,21016705,21245521,21472290,21696699,21918496,22137442
"Population, male",SP.POP.TOTL.MA.IN,Armenia,ARM,1346388,1351255,1359259,1367900,1375333,1381014,1385362,1388600,1391269,1393747
"Population, male",SP.POP.TOTL.MA.IN,Aruba,ABW,48648,48870,49115,49368,49597,49821,50033,50244,50443,50642
"Population, male",SP.POP.TOTL.MA.IN,Australia,AUS,11167269,11355294,11541758,11705167,11867302,12049619,12252228,12441473,12632259,12791828
"Population, male",SP.POP.TOTL.MA.IN,Austria,AUT,4092609,4114435,4142296,4178984,4231048,4282881,4319226,4346935,4372358,4395722
"Population, male",SP.POP.TOTL.MA.IN,Azerbaijan,AZE,4549072,4614067,4678173,4740934,4801750,4859774,4911735,4958380,5004135,5050149
"Population, male",SP.POP.TOTL.MA.IN,"Bahamas, The",BHS,174271,176254,178056,179810,181608,183477,185384,187322,189230,191093
"Population, male",SP.POP.TOTL.MA.IN,Bahrain,BHR,796037,806030,811369,822540,846756,886938,939850,998976,1054797,1100474
"Population, male",SP.POP.TOTL.MA.IN,Bangladesh,BGD,75809694,76643893,77504601,78368220,79217157,80048910,80869068,81677117,82473791,83259108
"Population, male",SP.POP.TOTL.MA.IN,Barbados,BRB,135877,136340,136769,137169,137548,137902,138223,138525,138813,139084
"Population, male",SP.POP.TOTL.MA.IN,Belarus,BLR,4403575,4400129,4402160,4407587,4415767,4421963,4420722,4413995,4383826,4375874
"Population, male",SP.POP.TOTL.MA.IN,Belgium,BEL,5420651,5453743,5479418,5505521,5541882,5577477,5609017,5645728,5686560,5727672
"Population, male",SP.POP.TOTL.MA.IN,Belize,BLZ,165115,168917,172699,176447,180135,183752,187296,190798,194281,197761
"Population, male",SP.POP.TOTL.MA.IN,Benin,BEN,4701607,4838355,4978896,5122907,5270132,5420569,5574297,5731239,5891256,6054248
"Population, male",SP.POP.TOTL.MA.IN,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..
"Population, male",SP.POP.TOTL.MA.IN,Bhutan,BTN,364318,368926,373822,378889,384018,389210,394499,399810,405032,410087
"Population, male",SP.POP.TOTL.MA.IN,Bolivia,BOL,5137926,5219814,5301540,5382819,5463444,5543317,5622487,5701161,5779611,5858019
"Population, male",SP.POP.TOTL.MA.IN,Bosnia and Herzegovina,BIH,1797359,1769247,1738041,1707765,1681343,1659723,1642272,1628375,1616799,1606609
"Population, male",SP.POP.TOTL.MA.IN,Botswana,BWA,983429,991624,998695,1007821,1021216,1039714,1062469,1088021,1114116,1139099
"Population, male",SP.POP.TOTL.MA.IN,Brazil,BRA,97385186,98220331,99043431,99855752,100657516,101450192,102232088,102996239,103733160,104435783
"Population, male",SP.POP.TOTL.MA.IN,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..
"Population, male",SP.POP.TOTL.MA.IN,Brunei Darussalam,BRN,203743,206870,209997,213022,215828,218376,220728,222904,224982,226987
"Population, male",SP.POP.TOTL.MA.IN,Bulgaria,BGR,3578030,3556675,3535805,3514595,3491057,3465478,3439061,3413178,3388224,3363847
"Population, male",SP.POP.TOTL.MA.IN,Burkina Faso,BFA,7981454,8231729,8488213,8750631,9018772,9292515,9571848,9856874,10147774,10444713
"Population, male",SP.POP.TOTL.MA.IN,Burundi,BDI,4429454,4573301,4720469,4872574,5030735,5195257,5365496,5540530,5718988,5899864
"Population, male",SP.POP.TOTL.MA.IN,Cabo Verde,CPV,249767,253247,256559,259819,263070,266349,269626,272866,276036,279117
"Population, male",SP.POP.TOTL.MA.IN,Cambodia,KHM,7087005,7205612,7326766,7448809,7570441,7691291,7811386,7930228,8047364,8162424
"Population, male",SP.POP.TOTL.MA.IN,Cameroon,CMR,10438338,10729397,11026877,11330730,11640880,11957213,12279497,12607251,12939928,13277075
"Population, male",SP.POP.TOTL.MA.IN,Canada,CAN,17035831,17219264,17399107,17572607,17703599,17906490,18125530,18387468,18654019,18862750
"Population, male",SP.POP.TOTL.MA.IN,Caribbean small states,CSS,3423521,3448594,3473834,3498728,3522849,3546027,3568256,3589560,3609947,3629472
"Population, male",SP.POP.TOTL.MA.IN,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..
"Population, male",SP.POP.TOTL.MA.IN,Central African Republic,CAF,2187973,2197286,2203461,2211896,2226565,2248836,2277876,2312820,2351973,2394042
"Population, male",SP.POP.TOTL.MA.IN,Central Europe and the Baltics,CEB,50312524,50217263,50132475,50048426,49950445,49835495,49720890,49628170,49563822,49493753
"Population, male",SP.POP.TOTL.MA.IN,Chad,TCD,6166545,6378518,6596372,6817947,7041734,7267235,7495003,7725723,7960522,8200170
"Population, male",SP.POP.TOTL.MA.IN,Channel Islands,CHI,79367,79947,80479,81045,81716,82514,83410,84346,85254,86070
"Population, male",SP.POP.TOTL.MA.IN,Chile,CHL,8481053,8562870,8647028,8739824,8844800,8965258,9097252,9228416,9341774,9425669
"Population, male",SP.POP.TOTL.MA.IN,China,CHN,690707252,694017710,697356463,700776622,704210775,707884097,711687182,714757755,717118675,719160951
"Population, male",SP.POP.TOTL.MA.IN,Colombia,COL,22374122,22575015,22780030,23013034,23288781,23618154,23990081,24370780,24713193,24984564
"Population, male",SP.POP.TOTL.MA.IN,Comoros,COM,356188,364951,373895,382953,392089,401274,410522,419834,429210,438653
"Population, male",SP.POP.TOTL.MA.IN,"Congo, Dem. Rep.",COD,33244602,34385069,35561914,36773965,38019960,39299343,40610874,41951875,43319103,44710172
"Population, male",SP.POP.TOTL.MA.IN,"Congo, Rep.",COG,2188038,2246780,2304083,2362141,2422571,2485795,2551316,2618741,2687358,2756678
"Population, male",SP.POP.TOTL.MA.IN,Costa Rica,CRI,2320217,2347235,2373809,2399916,2425530,2450639,2475235,2499229,2522539,2545076
"Population, male",SP.POP.TOTL.MA.IN,Cote d'Ivoire,CIV,10668125,10921921,11187178,11462641,11747319,12041040,12343867,12655166,12974206,13300380
"Population, male",SP.POP.TOTL.MA.IN,Croatia,HRV,2061076,2053880,2047224,2038228,2021330,2007658,1984597,1968189,1958675,1951295
"Population, male",SP.POP.TOTL.MA.IN,Cuba,CUB,5587410,5596451,5608387,5619691,5627750,5631930,5632956,5631334,5627928,5623468
"Population, male",SP.POP.TOTL.MA.IN,Curacao,CUW,69169,69676,70447,71405,72374,73184,73468,73142,72336,71290
"Population, male",SP.POP.TOTL.MA.IN,Cyprus,CYP,561358,566741,571805,576673,581395,586030,590551,594975,599297,603514
"Population, male",SP.POP.TOTL.MA.IN,Czech Republic,CZE,5155257,5163916,5165713,5171045,5181793,5193218,5209106,5229012,5252093,5267556
"Population, male",SP.POP.TOTL.MA.IN,Denmark,DNK,2765430,2777284,2790261,2805574,2826216,2848688,2867015,2880932,2890825,2898848
"Population, male",SP.POP.TOTL.MA.IN,Djibouti,DJI,455731,463209,469898,476395,483117,490177,497397,504712,511947,518993
"Population, male",SP.POP.TOTL.MA.IN,Dominica,DMA,..,..,..,..,..,..,..,..,..,..
"Population, male",SP.POP.TOTL.MA.IN,Dominican Republic,DOM,4922526,4979010,5035367,5091526,5147367,5202940,5258174,5312745,5366198,5418206
"Population, male",SP.POP.TOTL.MA.IN,Early-demographic dividend,EAR,1504506956,1526119805,1547611615,1569047495,1590458235,1611824840,1633112666,1654363982,1675585189,1696749093
"Population, male",SP.POP.TOTL.MA.IN,East Asia & Pacific,EAS,1127516687,1135074668,1142606989,1150212990,1157776518,1165472468,1173146691,1180022882,1186060822,1191510294
"Population, male",SP.POP.TOTL.MA.IN,East Asia & Pacific (excluding high income),EAP,1008192171,1015395642,1022620517,1029885985,1037098728,1044472863,1051900345,1058521018,1064364698,1069826705
"Population, male",SP.POP.TOTL.MA.IN,East Asia & Pacific (IDA & IBRD),TEA,996134758,1003273994,1010433866,1017634808,1024784478,1032097018,1039464077,1046025690,1051811936,1057218326
"Population, male",SP.POP.TOTL.MA.IN,Ecuador,ECU,7635558,7749518,7865060,7986081,8114959,8253234,8399038,8547198,8690487,8823827
"Population, male",SP.POP.TOTL.MA.IN,"Egypt, Arab Rep.",EGY,42706357,43668307,44674003,45697164,46717678,47729770,48735775,49733474,50722599,51702862
"Population, male",SP.POP.TOTL.MA.IN,El Salvador,SLV,2934825,2943739,2953270,2963437,2974229,2985690,2997810,3010428,3023353,3036424
"Population, male",SP.POP.TOTL.MA.IN,Equatorial Guinea,GNQ,539066,565317,591998,618927,645986,673070,700114,727054,753823,780380
"Population, male",SP.POP.TOTL.MA.IN,Eritrea,ERI,1606564,..,..,..,..,..,..,..,..,..
"Population, male",SP.POP.TOTL.MA.IN,Estonia,EST,618522,616624,614840,613871,615261,616810,619230,623201,627216,630596
"Population, male",SP.POP.TOTL.MA.IN,Eswatini,SWZ,506888,512379,518539,525208,532230,539597,547278,555082,562790,570236
"Population, male",SP.POP.TOTL.MA.IN,Ethiopia,ETH,44989927,46300213,47648725,49021687,50408589,51805857,53214725,54635264,56069008,57516835
"Population, male",SP.POP.TOTL.MA.IN,Euro area,EMU,163675717,164038344,164602499,165191474,165738959,166294538,166743078,167215216,167462493,167875108
"Population, male",SP.POP.TOTL.MA.IN,Europe & Central Asia,ECS,429243027,431081865,433259244,435508951,437768731,439996058,442006421,443875171,445402395,446891084
"Population, male",SP.POP.TOTL.MA.IN,Europe & Central Asia (excluding high income),ECA,190222300,191339511,192596725,193872080,195182025,196452612,197642128,198704192,199667491,200461342
"Population, male",SP.POP.TOTL.MA.IN,Europe & Central Asia (IDA & IBRD),TEC,210692497,211812367,213063636,214326916,215615053,216867241,218035637,219078474,220024361,220801007
"Population, male",SP.POP.TOTL.MA.IN,European Union,EUU,214871763,215213760,215769561,216356172,216893201,217436570,217873273,218331047,218568655,218949604
"Population, male",SP.POP.TOTL.MA.IN,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..
"Population, male",SP.POP.TOTL.MA.IN,Fiji,FJI,440532,440958,440759,440707,441372,442913,445150,447925,450959,454018
"Population, male",SP.POP.TOTL.MA.IN,Finland,FIN,2645901,2660106,2673973,2686568,2696829,2705857,2713357,2718009,2722008,2727475
"Population, male",SP.POP.TOTL.MA.IN,Fragile and conflict affected situations,FCS,375526359,385051201,394757336,404523604,414273323,423954103,433612624,443426601,453609292,464313679
"Population, male",SP.POP.TOTL.MA.IN,France,FRA,31656533,31814442,31981566,32133948,32245927,32324929,32409436,32487909,32550240,32614238
"Population, male",SP.POP.TOTL.MA.IN,French Polynesia,PYF,136865,137290,137701,138151,138667,139274,139968,140712,141492,142261
"Population, male",SP.POP.TOTL.MA.IN,Gabon,GAB,853930,888349,923796,958672,991831,1022809,1051835,1079376,1106192,1132854
"Population, male",SP.POP.TOTL.MA.IN,"Gambia, The",GMB,917082,945203,974246,1004095,1034700,1066028,1098096,1130877,1164364,1198540
"Population, male",SP.POP.TOTL.MA.IN,Georgia,GEO,1790352,1778218,1774019,1775779,1779006,1779921,1779524,1777890,1773854,1770080
"Population, male",SP.POP.TOTL.MA.IN,Germany,DEU,39371978,39469223,39601642,39795381,40175001,40540539,40737032,40905408,41039660,41147289
